actor_slug,name,category,description,long_description,address,postal_code,county,county_slug,municipality,municipality_slug,city,area,lat,lng,phone,email,website,instagram,opening_hours,opening_hours_osm,tags,benefits,how_to_use,image,nationwide,service_area_county_slugs,service_area_municipality_slugs
ex-libris-antikvariat-tvedestrand,Ex Libris Antikvariat,brukt,Bruktbutikk med varer som får nytt liv.,Ex Libris Antikvariat i Tvedestrand bidrar til en mer sirkulær økonomi. Bruktbutikk med varer som får nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Hovedgata 56,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.623417499999995,8.9294677,37162123,,https://www.bokbyen-skagerrak.no/sample-page-2/exlibris-antikvariat/,,mandag: 09:00-17:00|tirsdag: 09:00-17:00|onsdag: 09:00-17:00|torsdag: 09:00-18:00|fredag: 09:00-17:00|lørdag: 10:00-15:00|søndag: Stengt,Mo 09:00-17:00; Tu 09:00-17:00; We 09:00-17:00; Th 09:00-18:00; Fr 09:00-17:00; Sa 10:00-15:00; Su off,book store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
coop-marked-ose-i-setesdal-bygland,Coop Marked Ose I Setesdal,brukt,Bruktbutikk med varer som får nytt liv.,Coop Marked Ose I Setesdal i Bygland bidrar til en mer sirkulær økonomi. Bruktbutikk med varer som får nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Ose 20,4745,Agder,agder,Bygland,bygland,Bygland,,58.9511,7.67563,94805758,,https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-ose-i-setesdal-2398,,mandag: Døgnåpent|tirsdag: Døgnåpent|onsdag: Døgnåpent|torsdag: Døgnåpent|fredag: Døgnåpent|lørdag: Døgnåpent|søndag: Døgnåpent,,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
coop-prix-byglandsfjord-byglandsfjord,Coop Prix Byglandsfjord,brukt,Bruktbutikk med varer som får nytt liv.,Coop Prix Byglandsfjord i Byglandsfjord bidrar til en mer sirkulær økonomi. Bruktbutikk med varer som får nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Strandgata 7,4741,Agder,agder,Byglandsfjord,byglandsfjord,Byglandsfjord,,58.6701475,7.805579900000001,90931355,,https://www.coop.no/butikker/coop-prix/coop-prix-byglandsfjord-1332,,mandag: 06:00-00:00|tirsdag: 06:00-00:00|onsdag: 06:00-00:00|torsdag: 06:00-00:00|fredag: 06:00-00:00|lørdag: 06:00-00:00|søndag: Stengt,Mo 06:00-00:00; Tu 06:00-00:00; We 06:00-00:00; Th 06:00-00:00; Fr 06:00-00:00; Sa 06:00-00:00; Su off,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
frelsesarmeen-arendal,Frelsesarmeen,brukt,Bruktbutikk med varer som får nytt liv.,Frelsesarmeen i Arendal bidrar til en mer sirkulær økonomi. Bruktbutikk med varer som får nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Vestre gate 15,4836,Agder,agder,Arendal,arendal,Arendal,,58.4618134,8.7629922,37021813,,http://www.frelsesarmeen.no/no/vart_arbeid/korps_menigheter/hoyre_kolonne/divisjonene/vestre/hoyre_kolonne/vare_tilbud/arendal_korps/,,,,church,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
nms-gjenbruk-lillesand-lillesand,NMS Gjenbruk Lillesand,brukt,Bruktbutikk med varer som får nytt liv.,NMS Gjenbruk Lillesand i Lillesand bidrar til en mer sirkulær økonomi. Bruktbutikk med varer som får nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Senterveien 30,4790,Agder,agder,Lillesand,lillesand,Lillesand,,58.261852499999996,8.3965446,40445413,,https://www.nmsgjenbruk.no/butikkene-vare/lillesand-92c65,,mandag: 11:00-16:00|tirsdag: 11:00-16:00|onsdag: 11:00-16:00|torsdag: 11:00-16:00|fredag: 11:00-16:00|lørdag: 11:00-15:00|søndag: Stengt,Mo 11:00-16:00; Tu 11:00-16:00; We 11:00-16:00; Th 11:00-16:00; Fr 11:00-16:00; Sa 11:00-15:00; Su off,thrift store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
gjenbruken-lillesand-lillesand,Gjenbruken Lillesand,brukt,Bruktbutikk med varer som får nytt liv.,Gjenbruken Lillesand i Lillesand bidrar til en mer sirkulær økonomi. Bruktbutikk med varer som får nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Senterveien 38,4790,Agder,agder,Lillesand,lillesand,Lillesand,,58.262557099999995,8.3977713,40443456,,https://gjenbruken.no/lillesand/,,mandag: 11:00-16:00|tirsdag: 11:00-16:00|onsdag: 11:00-16:00|torsdag: 11:00-16:00|fredag: 11:00-16:00|lørdag: 11:00-14:00|søndag: Stengt,Mo 11:00-16:00; Tu 11:00-16:00; We 11:00-16:00; Th 11:00-16:00; Fr 11:00-16:00; Sa 11:00-14:00; Su off,home goods store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
homborsund-landhandel-homborsund,Homborsund Landhandel,brukt,Bruktbutikk med varer som får nytt liv.,Homborsund Landhandel i Homborsund bidrar til en mer sirkulær økonomi. Bruktbutikk med varer som får nytt liv. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Homborsundveien 139,4888,Agder,agder,Homborsund,homborsund,Homborsund,,58.2680472,8.5113896,37046281,,,,mandag: 06:00-23:00|tirsdag: 06:00-23:00|onsdag: 06:00-23:00|torsdag: 06:00-23:00|fredag: 06:00-23:00|lørdag: 06:00-23:00|søndag: 06:00-23:00,Mo 06:00-23:00; Tu 06:00-23:00; We 06:00-23:00; Th 06:00-23:00; Fr 06:00-23:00; Sa 06:00-23:00; Su 06:00-23:00,grocery store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
arendal-verktoy-utleie-arendal,Arendal Verktøy Utleie,utleie,Utleie og utlån av utstyr framfor kjøp.,Arendal Verktøy Utleie i Arendal bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Løddesølveien 278,4824,Agder,agder,Arendal,arendal,Arendal,,58.44777799999999,8.663224000000001,92698352,,,,mandag: Døgnåpent|tirsdag: Døgnåpent|onsdag: Døgnåpent|torsdag: Døgnåpent|fredag: Døgnåpent|lørdag: Døgnåpent|søndag: Døgnåpent,,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
j-t-liftutleie-as-grimstad,J.T. Liftutleie As,utleie,Utleie og utlån av utstyr framfor kjøp.,J.T. Liftutleie As i Grimstad bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Lillesandsveien 46,4877,Agder,agder,Grimstad,grimstad,Grimstad,,58.340206900000005,8.5723016,,,https://www.jt-liftutleie.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,storage,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
monter-grimstad-grimstad,Montér Grimstad,utleie,Utleie og utlån av utstyr framfor kjøp.,Montér Grimstad i Grimstad bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Reddalsveien 44,4886,Agder,agder,Grimstad,grimstad,Grimstad,,58.338634500000005,8.552731999999999,47843000,,https://www.monter.no/?utm_source=Google&utm_medium=Organic+Search&utm_campaign=Google_my_business,,mandag: 07:00-18:00|tirsdag: 07:00-18:00|onsdag: 07:00-18:00|torsdag: 07:00-18:00|fredag: 07:00-18:00|lørdag: 09:00-15:00|søndag: Stengt,Mo 07:00-18:00; Tu 07:00-18:00; We 07:00-18:00; Th 07:00-18:00; Fr 07:00-18:00; Sa 09:00-15:00; Su off,building materials store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bua-grimstad-grimstad,BUA Grimstad,utleie,Utleie og utlån av utstyr framfor kjøp.,BUA Grimstad i Grimstad bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Odden 8,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.33698589999999,8.5946986,90079503,,https://www.bua.io/utlansordninger/bua-grimstad,,mandag: Stengt|tirsdag: 15:30-19:00|onsdag: Stengt|torsdag: 15:30-19:00|fredag: Stengt|lørdag: 11:00-15:00|søndag: Stengt,Mo off; Tu 15:30-19:00; We off; Th 15:30-19:00; Fr off; Sa 11:00-15:00; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
fargerike-grimstad-grimstad,Fargerike Grimstad,utleie,Utleie og utlån av utstyr framfor kjøp.,Fargerike Grimstad i Grimstad bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Odden 4,4876,Agder,agder,Grimstad,grimstad,Grimstad,,58.3369316,8.5934637,37252800,,https://www.fargerike.no/fargehandel/grimstad/?utm_source=Google+My+Business&utm_medium=Organic&utm_content=grimstad,,mandag: 08:00-18:00|tirsdag: 08:00-18:00|onsdag: 08:00-18:00|torsdag: 08:00-18:00|fredag: 08:00-18:00|lørdag: 09:00-16:00|søndag: Stengt,Mo 08:00-18:00; Tu 08:00-18:00; We 08:00-18:00; Th 08:00-18:00; Fr 08:00-18:00; Sa 09:00-16:00; Su off,building materials store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bondekompaniet-grimstad-grimstad,BondeKompaniet Grimstad,utleie,Utleie og utlån av utstyr framfor kjøp.,BondeKompaniet Grimstad i Grimstad bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Bergemoveien 40,4886,Agder,agder,Grimstad,grimstad,Grimstad,,58.342681899999995,8.5579071,47610400,,http://www.bondekompaniet.no/,,mandag: 08:00-17:00|tirsdag: 08:00-17:00|onsdag: 08:00-17:00|torsdag: 08:00-17:00|fredag: 08:00-17:00|lørdag: 09:00-14:00|søndag: Stengt,Mo 08:00-17:00; Tu 08:00-17:00; We 08:00-17:00; Th 08:00-17:00; Fr 08:00-17:00; Sa 09:00-14:00; Su off,store,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
ferda-avd-grimstad-grimstad,Ferda avd. Grimstad,utleie,Utleie og utlån av utstyr framfor kjøp.,Ferda avd. Grimstad i Grimstad bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Grøm Næringspark 2,4887,Agder,agder,Grimstad,grimstad,Grimstad,,58.33958589999999,8.5669823,97055666,,http://www.ferda.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-18:00|fredag: 08:00-16:00|lørdag: 10:00-14:00|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-18:00; Fr 08:00-16:00; Sa 10:00-14:00; Su off,car dealer,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
arendal-utleie-as-arendal,Arendal Utleie AS,utleie,Utleie og utlån av utstyr framfor kjøp.,Arendal Utleie AS i Arendal bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Myreneveien 26c,4847,Agder,agder,Arendal,arendal,Arendal,,58.463569299999996,8.7484308,94848114,,https://www.arendalutleie.no/,,mandag: 08:00-18:00|tirsdag: 08:00-18:00|onsdag: 08:00-18:00|torsdag: 08:00-18:00|fredag: 08:00-18:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-18:00; Tu 08:00-18:00; We 08:00-18:00; Th 08:00-18:00; Fr 08:00-18:00; Sa off; Su off,,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
grenstol-maskinutleie-as-tvedestrand,Grenstøl Maskinutleie AS,utleie,Utleie og utlån av utstyr framfor kjøp.,Grenstøl Maskinutleie AS i Tvedestrand bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Skogfaret 4,4900,Agder,agder,Tvedestrand,tvedestrand,Tvedestrand,,58.6261061,8.9143119,48848804,,https://grenstolmaskinutleie.no/,,mandag: 08:00-23:00|tirsdag: 08:00-23:00|onsdag: 08:00-23:00|torsdag: 08:00-23:00|fredag: 08:00-23:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-23:00; Tu 08:00-23:00; We 08:00-23:00; Th 08:00-23:00; Fr 08:00-23:00; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
risor-lager-utleie-risor,Risør Lager & Utleie,utleie,Utleie og utlån av utstyr framfor kjøp.,Risør Lager & Utleie i Risør bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Hestemyrveien 15,4950,Agder,agder,Risør,risor,Risør,,58.7133004,9.167734399999999,95223687,,,,,,storage,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
ristol-maskinutleie-entreprenor-arendal,Ristøl Maskinutleie & Entreprenør,utleie,Utleie og utlån av utstyr framfor kjøp.,Ristøl Maskinutleie & Entreprenør i Arendal bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Brømnesveien,4849,Agder,agder,Arendal,arendal,Arendal,,58.531755999999994,8.8144087,91618816,,https://ristolmaskin.no/,,mandag: 07:00-22:00|tirsdag: 07:00-22:00|onsdag: 07:00-22:00|torsdag: 07:00-22:00|fredag: 07:00-22:00|lørdag: 10:00-18:00|søndag: 10:00-18:00,Mo 07:00-22:00; Tu 07:00-22:00; We 07:00-22:00; Th 07:00-22:00; Fr 07:00-22:00; Sa 10:00-18:00; Su 10:00-18:00,,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
liftkongen-no-evje,Liftkongen.no,utleie,Utleie og utlån av utstyr framfor kjøp.,Liftkongen.no i Evje bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Infanterivegen 22,4735,Agder,agder,Evje,evje,Evje,,58.568849099999994,7.782682,90878315,,http://liftkongen.no/,,mandag: Døgnåpent|tirsdag: Døgnåpent|onsdag: Døgnåpent|torsdag: Døgnåpent|fredag: Døgnåpent|lørdag: Døgnåpent|søndag: Døgnåpent,,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
uleberg-og-trydal-maskin-as-bykle,Uleberg og Trydal Maskin AS,utleie,Utleie og utlån av utstyr framfor kjøp.,Uleberg og Trydal Maskin AS i Bykle bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Nordlivegen 6,4754,Agder,agder,Bykle,bykle,Bykle,,59.49505599999999,7.417851899999999,99466385,,http://ulebergogtrydalmaskin.no/,,mandag: Døgnåpent|tirsdag: Døgnåpent|onsdag: Døgnåpent|torsdag: Døgnåpent|fredag: Døgnåpent|lørdag: Døgnåpent|søndag: Døgnåpent,,general contractor,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
uleberg-maskin-og-transport-as-hovden-i-setesdal,Uleberg maskin og transport AS,utleie,Utleie og utlån av utstyr framfor kjøp.,Uleberg maskin og transport AS i Hovden i Setesdal bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Breivevegen 46,4755,Agder,agder,Hovden i Setesdal,hovden-i-setesdal,Hovden i Setesdal,,59.555771099999994,7.332623099999999,90100448,,https://ulebergmaskin.no/,,mandag: 07:00-18:00|tirsdag: 07:00-18:00|onsdag: 07:00-18:00|torsdag: 07:00-16:00|fredag: Stengt|lørdag: Stengt|søndag: Stengt,Mo 07:00-18:00; Tu 07:00-18:00; We 07:00-18:00; Th 07:00-16:00; Fr off; Sa off; Su off,general contractor,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
utstyrs-teknikk-hoyde-teknikk-as-avd-vennesla-vennesla,"Utstyrs Teknikk (Høyde Teknikk AS, avd Vennesla)",utleie,Utleie og utlån av utstyr framfor kjøp.,"Utstyrs Teknikk (Høyde Teknikk AS, avd Vennesla) i Vennesla bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.",Hunsøya,4700,Agder,agder,Vennesla,vennesla,Vennesla,,58.26442719999999,7.9708482,90879000,,https://hoydeteknikk.no/verktoey/,,mandag: 07:00-15:00|tirsdag: 07:00-15:00|onsdag: 07:00-15:00|torsdag: 07:00-15:00|fredag: 07:00-15:00|lørdag: Stengt|søndag: Stengt,Mo 07:00-15:00; Tu 07:00-15:00; We 07:00-15:00; Th 07:00-15:00; Fr 07:00-15:00; Sa off; Su off,service,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
schenk-utleie-as-lillesand,Schenk Utleie AS,utleie,Utleie og utlån av utstyr framfor kjøp.,Schenk Utleie AS i Lillesand bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Birkelandsveien 330 4790,4790,Agder,agder,Lillesand,lillesand,Lillesand,,58.27446169999999,8.325612,97000399,,https://schenkutleie.no/,,mandag: Døgnåpent|tirsdag: Døgnåpent|onsdag: Døgnåpent|torsdag: Døgnåpent|fredag: Døgnåpent|lørdag: Døgnåpent|søndag: Døgnåpent,,corporate office,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
bakkan-dekk-og-utleie-as-vennesla,Bakkan Dekk og Utleie AS,utleie,Utleie og utlån av utstyr framfor kjøp.,Bakkan Dekk og Utleie AS i Vennesla bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Granlivegen 32,4707,Agder,agder,Vennesla,vennesla,Vennesla,,58.279064299999995,7.9793847,99740422,,https://www.bakkanutleie.no/,,mandag: 08:00-16:00|tirsdag: 08:00-16:00|onsdag: 08:00-16:00|torsdag: 08:00-16:00|fredag: 08:00-16:00|lørdag: Stengt|søndag: Stengt,Mo 08:00-16:00; Tu 08:00-16:00; We 08:00-16:00; Th 08:00-16:00; Fr 08:00-16:00; Sa off; Su off,tire shop,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
maskinentreprenor-kay-jeiskelid-bykle,Maskinentreprenør Kay Jeiskelid,utleie,Utleie og utlån av utstyr framfor kjøp.,Maskinentreprenør Kay Jeiskelid i Bykle bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Glidbjørgsvegen 16,4754,Agder,agder,Bykle,bykle,Bykle,,59.3568873,7.357461499999999,91605132,,,,,,general contractor,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
brokke-alpinsenter-rysstad,Brokke Alpinsenter,utleie,Utleie og utlån av utstyr framfor kjøp.,Brokke Alpinsenter i Rysstad bidrar til en mer sirkulær økonomi. Utleie og utlån av utstyr framfor kjøp. Stedet er hentet fra Google Places og bør verifiseres før publisering.,Fv337,4748,Agder,agder,Rysstad,rysstad,Rysstad,,59.0943086,7.4490846,40007676,,http://www.brokke.com/,,mandag: Stengt|tirsdag: Stengt|onsdag: Stengt|torsdag: Stengt|fredag: Stengt|lørdag: 10:00-17:00|søndag: 10:00-17:00,Mo off; Tu off; We off; Th off; Fr off; Sa 10:00-17:00; Su 10:00-17:00,ski resort,Bidrar til sirkulær økonomi|Forlenger levetiden på varer|Lokal aktør,Besøk stedet|Spør om tilbud|Velg brukt eller reparasjon,,false,,
